query,_id,total_purchases,add_to_cart_count,total_click_count,one_day_revenue,three_day_revenue,five_day_revenue
sheath sleeveless scuba white,88150891_0,13,26,101,233.8,233.8,303.94
sheath sleeveless wool dress,66994916_0,15,136,168,15.52,15.52,232.8
sheath solid blend dress,91412616_0,17,52,56,130.55,317.05,317.05
sheath solid wool red,91412616_0,20,39,96,167.85,167.85,373.0
sheath soutache sequin multicolor,91298153_0,45,69,94,937.26,1028.7,1028.7
sheath split red dress,90830383_0,8,68,122,126.12,126.12,168.16
sheath starburst size pink,88418955_0,28,110,159,696.92,696.92,696.92
sheath strapless black draped,90983053_0,49,124,128,733.08,733.08,876.12
sheath strappy shoulder pink,89297131_0,9,83,142,0.0,217.89,217.89
sheath stretch gray dress,91386253_0,48,170,253,383.04,1021.44,1021.44
sheath striped petite black,89242102_0,22,34,188,356.8,356.8,392.48
sheath striped sleeve dress,90913200_0,25,37,132,81.56,509.75,509.75
sheath summer black,90714556_0,23,90,128,304.22,369.41,499.79
sheath surplice blue dress,55569840_0,32,88,169,68.73,389.47,733.12
sheath tahari asl blue,91282829_0,6,22,52,140.76,140.76,140.76
sheath tahari asl multicolor,90918182_0,59,142,175,1168.2,1168.2,1168.2
sheath tahari dress asl,39637796_0,146,116,148,1309.62,1309.62,2619.24
sheath textured black dress,91409478_0,19,66,77,304.46,304.46,444.98
sheath textured dress multicolor,91374333_0,56,71,150,453.6,453.6,907.2
sheath tweed dress blue,91259241_0,11,35,139,174.24,174.24,174.24
sheath tweed gray dress,90867281_0,19,23,135,16.02,128.16,304.38
sheath tweed tulle embroidered,91318723_0,54,108,126,810.54,810.54,810.54
sheath v-neck beaded dress,90537325_0,9,23,76,160.65,160.65,160.65
sheath v-neck black dress,87634022_0,21,35,98,52.35,366.45,366.45
sheath v-neck black sleeveless,58072442_0,26,79,146,166.32,166.32,540.54
sheath v-neck crepe dress,62655090_0,26,92,100,345.44,345.44,561.34
sheath v-neck dress sequin,90858361_0,14,33,52,0.0,211.54,211.54
sheath v-neck floral dress,90910548_0,25,53,169,21.06,526.5,526.5
sheath v-neck mesh sequin,89490401_0,8,32,134,0.0,138.88,138.88
sheath v-neck printed dress,90563372_0,13,31,161,236.08,236.08,236.08
sheath v-neck sleeveless blue,90611241_0,17,37,188,213.6,363.12,363.12
sheath weekend blue wool-blend,91411347_0,102,156,169,552.25,1524.21,2253.18
sheath white collared lace,90904729_0,52,76,95,374.88,812.24,812.24
sheath white dress,75236811_0,66,158,474,724.88,1166.88,1166.88
sheath white dress,90628202_0,21,121,324,221.78,238.84,358.26
sheath white dress,90803606_0,14,30,70,191.7,191.7,268.38
sheath white dress,90878759_0,25,79,132,166.6,166.6,416.5
sheath white dress,91086371_0,29,43,136,382.8,382.8,555.06
sheath white dress,91277130_0,76,132,227,1182.15,1182.15,1265.4
sheath white dress,91310770_0,40,89,116,821.34,842.4,842.4
sheath white dress beaded,89449391_0,26,76,180,104.2,270.92,541.84
sheath white dress crepe,91415154_0,20,36,122,355.6,355.6,355.6
sheath white dress lace,54784921_0,36,98,179,792.96,892.08,892.08
sheath white dress lace,91312018_0,29,67,147,290.87,290.87,496.19
sheath white dress lace-trim,90966425_0,20,25,63,260.16,260.16,433.6
sheath white dress neckline,89330643_0,8,55,78,172.56,172.56,172.56
sheath white dress plus,91281534_0,16,26,117,356.16,356.16,356.16
sheath white floral-print dress,89256046_0,134,82,109,1695.4,1695.4,3245.48
sheath white ivory embellished,61374467_0,37,73,84,0.0,870.61,870.61
sheath white plus size,91281534_0,10,23,67,133.56,222.6,222.6
sheath white sleeveless dress,79601683_0,9,38,108,118.2,118.2,177.3
sheath white up lace,89466917_0,27,41,134,224.3,224.3,605.61
sheath women's black dress,91322097_0,21,58,113,324.52,324.52,358.68
sheath wool dress blue,90931306_0,110,191,193,2106.86,2106.86,2294.6
sheath wool stretch black,66994916_0,10,38,85,31.04,31.04,155.2
sheath wool-blend blue dress,90803956_0,11,93,167,196.56,245.7,270.27
sheath wool-blend dress blue,91411347_0,37,118,151,0.0,817.33,817.33
sheath wool-blend purple dress,91310219_0,27,154,198,338.08,359.21,570.51
sheath woven beaded red,91300327_0,26,80,120,303.94,564.46,564.46
sheath woven dress yellow,90545320_0,11,27,165,82.7,82.7,181.94
sheath woven yellow dress,90545320_0,40,52,196,264.64,281.18,661.6
sheath wrap dress faux,88051079_0,13,28,132,247.3,321.49,321.49
sheath yellow dress,91318915_0,41,109,143,618.12,727.2,745.38
sheath zip-front dress short-sleeve,88100185_0,20,27,166,176.11,208.13,320.2
sheava detail tie trousers,88587170_1,30,48,115,763.2,763.2,763.2
sheer black dress sleeve,59710682_0,10,78,99,84.4,84.4,211.0
sheer black long midi,91429761_0,16,31,142,294.72,294.72,294.72
sheer black panel dress,90974929_0,20,59,95,477.6,477.6,477.6
sheer blue dress flounce,89207091_0,21,40,72,310.08,310.08,406.98
sheer blue flounce dress,89207091_0,92,198,268,1627.92,1666.68,1782.96
sheer blue longsleeved dress,91239214_0,130,207,271,2486.64,3108.3,3108.3
sheer blue pleated midi,90243460_1,32,85,199,687.0,732.8,732.8
sheer cami black ruffles,87860590_3,6,30,83,84.68,84.68,127.02
sheer cutout black dress,34689679_0,13,29,171,20.75,20.75,269.75
sheer dress black sleeve,59710682_0,24,54,135,42.2,506.4,506.4
sheer dress blue longsleeved,91239214_0,4,45,86,95.64,95.64,95.64
sheer dress cutout black,34689679_0,6,47,117,20.75,124.5,124.5
sheer dress dream maxi,89790084_1,39,101,169,733.98,733.98,733.98
sheer dress embellished gray,49120798_0,19,47,112,38.82,368.79,368.79
sheer dress flare multicolor,91388603_0,9,21,79,35.56,160.02,160.02
sheer dress floral metallic,91266684_0,99,140,140,870.57,870.57,1689.93
sheer dress flounce blue,89207091_0,32,44,113,329.46,620.16,620.16
sheer dress panel black,90974929_0,26,33,190,573.12,573.12,620.88
sheer dress panel black,91115695_0,24,49,192,268.06,268.06,494.88
sheer dress panel fitted,91115695_0,61,52,66,494.88,494.88,1257.82
sheer dress print floral,90182715_2,41,47,181,468.18,468.18,710.94
sheer dress ruffles cami,87860590_3,71,146,177,762.12,1503.07,1503.07
sheer dress sleeve black,59710682_0,18,55,78,84.4,168.8,379.8
sheer dress t-shirt gray,91426100_0,10,101,111,224.46,249.4,249.4
sheer embellished back gray,49120798_0,16,22,69,155.28,310.56,310.56
sheer evening black dress,91241669_0,24,54,79,261.12,261.12,391.68
sheer fit flare dress,91388603_0,26,116,134,35.56,462.28,462.28
sheer flare multicolor dress,91388603_0,6,98,136,88.9,88.9,106.68
sheer flared panel blue,91369456_0,80,120,164,1554.4,1554.4,1554.4
sheer fleur east dress,90223301_3,68,127,187,689.4,976.65,1302.2
sheer floral print multicolor,90182715_2,41,108,147,277.44,277.44,710.94
sheer flounce dress blue,89207091_0,75,143,245,406.98,1298.46,1453.5
sheer gown black lace,90501424_0,14,118,151,157.05,244.3,244.3
sheer lace gown black,90501424_0,35,107,124,0.0,610.75,610.75
sheer metallic shift dress,91266684_0,61,67,121,68.28,665.73,1041.27
sheer midi pleated dress,90243460_1,21,37,104,68.7,480.9,480.9
sheer multicolor blouson dress,91276877_0,25,61,100,15.87,95.22,396.75
sheer multicolor dress flare,91388603_0,38,97,159,675.64,675.64,675.64
sheer multicolor silk off,91078890_0,12,21,168,107.76,215.52,215.52
sheer panel lace dress,85112009_0,108,138,198,2050.92,2050.92,2050.92
sheer purple dress sheath,91081986_0,4,46,55,85.28,85.28,85.28
sheer purple sheath lace,91081986_0,21,95,108,383.76,447.72,447.72
sheer ruffle dress silk,91078890_0,86,128,178,341.24,1544.56,1544.56
sheer scallop shirt black,91315575_0,89,154,178,1372.38,1372.38,1372.38
sheer silk ruffle off,91078890_0,76,110,127,898.0,898.0,1364.96
sheer sleeves multicolor dress,90885989_0,51,77,82,836.22,1015.41,1015.41
sheer slip evening black,91241669_0,12,21,51,16.32,146.88,195.84
sheer solid crop pleated,90879027_0,127,125,198,1852.88,1852.88,2557.78
sheer solid mini scarf,90471653_0,119,140,163,855.9,855.9,2263.38
sheer stripe dress black,91322806_1,57,117,122,546.94,546.94,1075.02
sheer t-shirt dress metallic,91426100_0,19,38,136,473.86,473.86,473.86
sheer three-quarter dress sleeves,90885989_0,62,109,116,557.48,975.59,1234.42
sheer trim dress sleeveless,91315575_0,11,29,59,169.62,169.62,169.62
sheer way black stripe,91322806_1,37,36,157,414.92,414.92,697.82
shell black ribbed dress,89736795_0,11,24,63,96.8,96.8,266.2
shell multicolor mesh lexi,91335497_0,24,56,85,216.8,476.96,520.32
shell ribbed dress black,89736795_0,33,62,104,338.8,798.6,798.6
sherpa vest puffer twofer,91433230_3,7,25,69,172.32,201.04,201.04
shift alice dress brown,91339470_0,25,49,90,382.83,382.83,455.75
shift all black dress,91233894_1,43,65,113,470.06,1014.34,1063.82
shift all boutique silver,89667189_0,89,113,190,1981.14,1981.14,1981.14
shift amy fitted dress,91255969_0,55,63,190,184.08,843.7,843.7
shift appliquã© floral dress,90500006_0,50,128,133,643.62,643.62,946.5
shift asymmetric blue dress,91344607_0,86,190,196,1764.72,1764.72,1764.72
shift asymmetric dress blue,91344607_0,16,20,157,225.72,328.32,328.32
shift asymmetrical blue size,91320540_0,16,157,162,315.6,336.64,336.64
shift asymmetrical colorblock dress,89933268_0,49,71,111,1141.7,1141.7,1141.7
shift beige dress a-line,89125184_0,30,42,70,139.52,523.2,523.2
shift beige tweed dress,75477112_0,136,107,200,1051.47,1268.44,2269.84
shift bell sleeve dress,90552242_0,81,148,184,1342.44,1466.74,2013.66
shift bell woven dress,89625994_0,15,59,101,90.75,235.95,272.25
shift black boucle dress,91338309_0,12,43,149,70.74,282.96,282.96
shift black cady nicole,91027646_0,12,23,111,124.5,124.5,298.8
shift black dress,87831697_0,51,101,378,641.65,672.95,798.15
shift black dress,91276372_0,47,102,136,1171.71,1171.71,1171.71
shift black dress,91281097_0,9,52,68,47.82,47.82,143.46
shift black dress,91310264_0,9,29,58,117.2,117.2,210.96
shift black dress,91318785_0,18,93,157,215.88,323.82,323.82
shift black dress,91362861_0,78,116,143,644.86,967.29,1323.66
shift black dress,91363474_0,31,118,141,309.0,309.0,478.95
shift black dress,91429025_0,34,157,205,365.28,517.48,517.48
shift black dress contemporary,72447995_2,67,103,216,887.04,908.16,1415.04
shift black dress embellished,91408824_0,15,30,198,301.21,301.21,347.55
shift black dress embellished,91416471_0,41,82,159,0.0,484.12,708.89
shift black dress gingham,91340161_0,101,151,185,2200.79,2200.79,2200.79
shift black dress long,90456356_0,16,91,129,201.9,201.9,323.04
shift black dress printed,91357406_0,10,21,132,189.52,189.52,236.9
shift black dress silk,91310545_0,25,30,101,214.68,214.68,447.25
shift black dress striped,79401247_0,34,74,265,326.1,739.16,739.16
shift black embellished dress,91416471_0,85,176,265,881.79,1469.65,1469.65
shift black hardware dress,67197494_0,23,56,130,169.56,169.56,433.32
shift black lace dress,91276699_0,27,96,150,410.88,410.88,462.24
shift black maternity/nursing dress,91425902_0,48,94,162,742.08,742.08,742.08
shift black off flare,89627059_0,14,24,107,283.36,283.36,283.36
shift black polka-dot dress,89478401_0,37,46,103,94.12,658.84,870.61
shift black ponte sleeves,91259580_0,9,28,55,219.33,219.33,219.33
shift black sequin dress,90949679_0,20,115,147,0.0,39.7,397.0
shift black silk dress,79207588_0,26,30,131,475.86,475.86,589.16
shift black silk dress,91278536_0,20,24,56,24.56,24.56,491.2
shift black sleeveless mock-neck,89478401_0,13,40,118,188.24,188.24,305.89
shift black swirl dress,88048139_0,91,140,170,817.02,1376.83,1376.83
shift black w/ hardware,67197494_0,9,33,55,37.68,169.56,169.56
shift blue cutaway dress,91101916_0,57,118,138,465.29,1153.11,1153.11
shift blue dress,90039327_0,12,27,56,88.25,88.25,211.8
shift blue dress,90521621_0,24,24,75,60.6,363.6,363.6
shift blue dress,90530684_0,26,148,189,362.46,448.76,448.76
shift blue dress,90789539_0,17,95,199,274.89,274.89,274.89
shift blue dress,90978703_0,93,178,318,1490.94,2100.87,2100.87
shift blue dress,90997165_0,8,34,153,91.5,91.5,122.0
shift blue dress,91207368_0,66,101,109,87.4,1442.1,1442.1
shift blue dress,91275023_0,10,81,94,135.84,169.8,169.8
shift blue dress,91283486_0,86,87,282,1328.58,1328.58,1873.08
shift blue dress,91311800_0,79,115,187,577.8,727.6,1690.6
shift blue dress,91314627_0,9,62,85,218.61,218.61,218.61
shift blue dress adele,84169360_0,20,57,135,316.54,372.4,372.4
shift blue dress denim,89768819_3,3,22,62,19.56,58.68,58.68
shift blue dress embellished,89521524_0,39,30,144,232.96,232.96,648.96
shift blue dress gathered,91354478_0,18,35,54,62.44,280.98,280.98
shift blue dress serena,91313797_0,86,109,115,1402.92,1489.52,1489.52
shift blue faux-suede dress,91409036_0,13,24,82,234.91,234.91,234.91
shift blue lace dress,91286623_0,18,25,98,376.74,376.74,376.74
shift blue navy dress,91341666_0,27,65,195,100.8,342.72,544.32
shift blue poplin cotton,91313994_0,62,119,129,1497.92,1497.92,1497.92
shift blue sleeve dress,90035826_0,30,45,70,716.1,716.1,716.1
shift blue sleeveless size,91318031_0,18,103,108,449.82,449.82,449.82
shift blue tiered melange,89491045_0,76,73,180,621.76,621.76,1476.68
shift bodice collared lace,91229137_0,14,33,168,336.0,336.0,336.0
shift border sleeved dress,91000601_0,22,72,196,274.95,274.95,403.26
shift brown pleated dress,51404629_0,6,54,84,42.34,127.02,127.02
shift burnout dress red,91355232_0,11,56,91,93.4,256.85,256.85
shift button dress crepe,91429142_0,17,104,131,414.8,414.8,414.8
shift button sleeve crepe,91429142_0,45,46,76,512.4,512.4,1098.0
shift cap dress sleeved,91000601_0,16,47,53,238.29,293.28,293.28
shift cape pink overlay,88063985_3,39,74,88,561.34,561.34,842.01
shift cara ruffle gray,91352920_0,22,20,134,343.04,343.04,471.68
shift carrie blue dress,89382005_0,26,49,71,287.28,287.28,414.96
shift carrie dress blue,89382005_0,109,145,157,1292.76,1739.64,1739.64
shift cassie white dress,89641503_0,116,165,169,1478.4,1478.4,2227.2
shift celine dress lace,89659904_0,40,56,160,675.0,675.0,1000.0
shift chiffon dress blue,90274972_0,25,34,137,165.24,165.24,459.0
shift cold-shoulder dress black,91059159_0,20,143,154,0.0,445.8,445.8
shift color-block multicolor silk-blend,90694712_0,21,28,100,81.48,366.66,427.77
shift colorblock swirl dress,88048139_0,102,107,113,1361.7,1361.7,1543.26
shift colorblocked blue dress,91407624_0,36,154,177,716.76,716.76,716.76
shift colorblocked red dress,91080675_0,30,50,87,70.2,526.5,526.5
shift contrast blue dress,91411473_0,14,64,126,93.75,262.5,262.5
shift contrast detail pink,90932628_0,27,57,95,245.84,245.84,474.12
shift contrast dress blue,91411473_0,37,67,91,543.75,543.75,693.75
shift corduroy blue dress,90671333_1,17,25,159,34.02,289.17,289.17
shift cotton dress stripe,91361009_0,26,82,108,622.96,622.96,622.96
shift cowl sequin dress,89610642_0,18,20,194,161.8,161.8,291.24
shift crepe dress sleeve,91429142_0,51,103,157,707.6,707.6,1244.4
shift crepe rachel dress,91312858_0,32,61,118,575.68,575.68,575.68
shift crinkle dress blue,90415638_0,10,103,111,150.48,150.48,167.2
shift crochet blue dress,72318274_0,24,60,70,598.08,598.08,598.08
shift crochet white dress,88959115_0,109,144,165,1440.2,1440.2,1652.44
shift cut black dress,90720842_0,34,113,183,36.02,612.34,612.34
shift cut dress black,90720842_0,32,109,166,576.32,576.32,576.32
shift delia cut out,89625999_0,16,76,80,286.24,286.24,286.24
shift delia shoulder cut,89625999_0,6,20,63,71.56,71.56,107.34
shift diamond metallic cap,90237338_0,21,39,79,348.6,348.6,348.6
shift dress asymmetrical colorblock,89933268_0,35,44,93,396.1,815.5,815.5
shift dress asymmetrical r,91355589_0,39,128,130,330.22,585.39,585.39
shift dress back sleeveless,88618780_0,92,135,165,1023.0,1023.0,1711.2
shift dress beige tweed,75477112_0,79,68,71,617.53,617.53,1318.51
shift dress bell-sleeve black,91285364_0,55,55,102,655.32,655.32,838.2
shift dress black,87831697_0,52,129,220,500.8,813.8,813.8
shift dress black,91276372_0,13,21,133,249.3,274.23,324.09
shift dress black,91362861_0,47,80,483,526.07,526.07,797.59
shift dress black,91363474_0,16,92,95,154.5,247.2,247.2
shift dress black,91421144_0,138,280,308,2091.44,2473.53,2775.18
shift dress black embellished,91416471_0,41,88,90,190.19,708.89,708.89
shift dress black flare,89627059_0,21,92,123,40.48,283.36,425.04
shift dress black print,68470148_0,27,60,102,85.64,578.07,578.07
shift dress black printed,91267357_0,11,24,104,91.92,91.92,168.52
shift dress black silk,91278536_0,29,123,200,614.0,614.0,712.24
shift dress black swirl,88048139_0,10,39,169,75.65,75.65,151.3
shift dress blue,89452341_0,30,35,76,92.68,324.38,695.1
shift dress blue,90039327_0,30,48,60,476.55,529.5,529.5
shift dress blue,90787621_0,85,211,309,622.08,1261.44,1468.8
shift dress blue,90789539_0,21,42,152,323.4,323.4,339.57
shift dress blue,91173374_0,27,73,188,285.12,427.68,481.14
shift dress blue,91207368_0,5,44,111,43.7,109.25,109.25
shift dress blue,91279457_0,85,299,354,1024.86,1078.8,1528.3
shift dress blue,91311800_0,45,86,189,107.0,963.0,963.0
shift dress blue,91314627_0,72,107,126,582.96,582.96,1748.88
shift dress blue asymmetric,91344607_0,57,115,273,205.2,533.52,1169.64
shift dress blue crepe,89203829_0,22,37,160,352.88,352.88,352.88
shift dress blue denim,91115682_0,9,47,72,187.36,210.78,210.78
shift dress blue lace-detail,90947270_0,6,40,80,142.86,142.86,142.86
shift dress blue plaid,91413113_0,79,100,136,1511.64,1756.17,1756.17
shift dress blue serena,91313797_0,40,87,183,294.44,433.0,692.8
shift dress blue silk,91235779_0,6,102,115,17.58,17.58,105.48
shift dress blue utility,91332183_0,102,119,176,498.24,1588.14,1588.14
shift dress colorblock black,88048139_0,28,51,54,347.99,347.99,423.64
shift dress colorblocked blue,91407624_0,8,20,63,159.28,159.28,159.28
shift dress contrast blue,91411473_0,47,162,171,731.25,881.25,881.25
shift dress cotton poplin,91313994_0,62,84,181,821.44,1497.92,1497.92
shift dress cotton stripe,91361009_0,56,82,170,1198.0,1269.88,1341.76
shift dress crepe printed,89449365_0,36,90,145,18.81,75.24,677.16
shift dress crinkle blue,90415638_0,48,67,144,501.6,535.04,802.56
shift dress delia out,89626846_0,28,63,72,252.0,441.0,441.0
shift dress detail multicolor,91352468_1,10,22,59,247.3,247.3,247.3
shift dress drape black,91261000_0,19,104,162,231.6,231.6,440.04
shift dress drop-waist white,91407111_0,5,83,140,48.46,121.15,121.15
shift dress embroidered long-sleeve,91083159_0,71,120,147,1559.09,1652.17,1652.17
shift dress embroidered multicolor,90732760_0,44,57,144,290.16,937.44,982.08
shift dress faux-suede blue,91409036_0,19,26,73,289.12,289.12,343.33
shift dress flare sleeve,89627059_0,70,152,188,1113.2,1416.8,1416.8
shift dress floral white,88923561_0,19,79,188,179.2,340.48,340.48
shift dress floral white,89448900_0,12,24,105,289.68,289.68,289.68
shift dress front blue,91155229_0,14,51,60,170.56,170.56,298.48
shift dress geometric crepe,74653842_0,88,89,136,1184.13,1184.13,1766.16
shift dress glitter pink,90428678_0,11,124,182,76.9,169.18,169.18
shift dress gray jewelneck,71119653_0,78,191,267,815.52,815.52,1325.22
shift dress gray pocket,70951019_0,46,74,124,946.22,946.22,946.22
shift dress green,91280075_0,42,81,99,340.83,681.66,681.66
shift dress green boho,91361289_0,40,45,173,530.6,530.6,758.0
shift dress green mint,89695214_0,5,76,143,99.0,99.0,99.0
shift dress green palm,89903380_0,20,106,195,0.0,337.4,337.4
shift dress lace blue,91286623_0,51,71,76,565.11,565.11,1067.43
shift dress lace sleeve,91319622_0,31,117,134,128.46,663.71,663.71
shift dress mock silver,89565544_0,28,90,147,40.96,409.6,573.44
shift dress multicolor,90536614_0,30,229,385,356.32,398.24,628.8
shift dress multicolor,91330406_0,66,225,336,639.19,1013.35,1028.94
shift dress multicolor,91358387_0,177,230,251,1440.88,2742.32,4113.48
shift dress multicolor,91421981_0,71,56,68,604.96,604.96,1130.32
shift dress multicolor sleeve,91370261_0,16,63,68,273.24,364.32,364.32
shift dress multicolor suede,91295106_0,10,20,76,227.8,227.8,227.8
shift dress multicolor textured,90878321_0,16,60,118,246.56,246.56,246.56
shift dress multicolor utility,91330174_0,21,147,177,322.98,322.98,322.98
shift dress multicolor w/,89866966_0,30,71,77,719.4,719.4,719.4
shift dress natural faux-suede,90905504_0,20,27,50,364.82,364.82,429.2
shift dress natural knit,91252381_0,55,68,198,334.32,334.32,1313.4
shift dress neck knee,91336923_0,29,68,70,603.46,673.09,673.09
shift dress orange,91208904_0,11,69,115,148.26,271.81,271.81
shift dress orange silk,90790689_0,62,71,169,543.14,543.14,1295.18
shift dress oversized blue,91130324_0,21,52,88,504.63,504.63,504.63
shift dress paisley-print plus,91066426_0,39,54,111,73.08,602.91,712.53
shift dress palm print,89903380_0,19,50,169,84.35,320.53,320.53
shift dress petite multicolor,91429494_0,21,49,66,336.11,371.49,371.49
shift dress pink,91388042_0,11,28,149,17.38,17.38,191.18
shift dress pleated red,90901928_0,55,100,155,236.32,506.4,928.4
shift dress plus neck,91389858_0,14,73,103,343.84,343.84,343.84
shift dress polka-dot sleeveless,89478401_0,40,70,82,470.6,941.2,941.2
shift dress print geo,91338664_0,25,124,177,394.0,394.0,394.0
shift dress print multicolor,91077787_0,26,44,150,98.28,319.41,638.82
shift dress print multicolor,91338664_0,51,82,130,803.76,803.76,803.76
shift dress print palm,89903380_0,9,98,142,16.87,67.48,151.83
shift dress print pulitzer,91009857_0,12,93,175,250.92,250.92,250.92
shift dress printed red,89449365_0,26,91,145,169.29,489.06,489.06
shift dress printed red,90998427_0,21,42,156,176.9,176.9,371.49
shift dress purple crepe,91297864_0,8,77,158,121.68,121.68,121.68
shift dress red,89849752_0,28,38,61,309.74,309.74,510.16
shift dress red printed,91410205_0,16,38,110,0.0,377.12,377.12
shift dress red v-neck,77711262_0,107,109,125,1531.53,1531.53,2601.17
shift dress sequin black,91357252_0,35,86,128,543.9,634.55,634.55
shift dress sequin blue,91117447_0,7,85,166,109.92,128.24,128.24
shift dress sequin v-neck,90949679_0,11,122,193,79.4,79.4,218.35
shift dress short-sleeve white,88597922_0,7,47,193,139.86,139.86,139.86
shift dress shoulder pleat,89622894_0,32,71,128,470.63,644.02,792.64
shift dress silk orange,90790689_0,16,104,134,271.57,334.24,334.24
shift dress silvia natural,91252381_0,40,42,54,191.04,191.04,955.2
shift dress sleeve cold,90522814_0,35,57,70,365.7,853.3,853.3
shift dress sleeve long,91370261_0,20,20,53,341.55,341.55,455.4
shift dress sleeve multicolor,91300441_0,4,112,157,41.0,82.0,82.0
shift dress sleeveless black,63023699_0,68,95,163,721.23,1218.63,1691.16
shift dress sleeveless blue,87899386_0,45,112,136,268.16,268.16,754.2
shift dress sleeveless multicolor,90566014_0,114,119,161,1732.4,1732.4,2781.6
shift dress sleeveless multicolor,91069160_0,21,71,193,406.79,406.79,449.61
shift dress sleeveless red,88645489_0,77,76,86,1346.24,1346.24,1851.08
shift dress stripe lace,91299273_0,8,46,65,0.0,128.24,128.24
shift dress stripe red,91319017_0,10,83,167,15.38,153.8,153.8
shift dress striped black,79401247_0,80,147,188,1717.46,1739.2,1739.2
shift dress suede multicolor,91295106_0,44,129,130,546.72,751.74,1002.32
shift dress tassel white,89641503_0,48,96,114,96.0,921.6,921.6
shift dress textured multicolor,90878321_0,10,51,62,154.1,154.1,154.1
shift dress top woven,90882859_0,122,149,195,1025.48,2017.88,2017.88
shift dress velvet red,91355232_0,12,31,108,280.2,280.2,280.2
shift dress w/ multicolor,89866966_0,15,94,188,47.96,47.96,359.7
shift dress white,62844064_0,22,61,200,420.86,420.86,420.86
shift dress white,87904429_0,69,88,173,218.9,569.14,1510.41
shift dress white,91281285_0,13,76,192,16.3,211.9,211.9
shift dress white crocheted,91315645_0,16,75,164,42.42,339.36,339.36
shift dress white drop-waist,91407111_0,56,84,200,654.21,1356.88,1356.88
shift dress white embroidered,91011582_0,13,118,186,68.43,296.53,296.53
shift dress white pleated,89767469_0,64,140,150,834.5,834.5,1068.16
shift dress wrap black,78617447_0,91,103,178,1284.66,1916.46,1916.46
shift dress yellow layered,89383381_0,18,20,140,88.65,319.14,319.14
shift drop-waist white dress,91407111_0,20,31,171,121.15,484.6,484.6
shift dual gray dress,90823432_0,21,35,64,237.24,415.17,415.17
shift effect multicolor dress,91283208_2,9,23,52,142.29,142.29,142.29
shift embellished crepe dress,89203829_0,51,66,88,737.84,737.84,818.04
shift embellished faux-suede dress,91409671_0,79,124,173,678.6,678.6,1374.6
shift embroidered 3/4-sleeve dress,90752373_0,28,38,139,112.74,150.32,526.12
shift embroidered bell gray,89792775_0,19,105,109,189.76,450.68,450.68
shift embroidered dress black,91322619_0,37,110,110,557.96,557.96,557.96
shift embroidered dress black,91409243_0,13,47,174,243.6,316.68,316.68
shift embroidered multicolor petite,91069160_0,15,59,65,299.74,299.74,321.15
shift eva gold plunge,89657988_0,20,85,110,258.61,258.61,470.2
shift eyelet red plus,89457059_0,29,57,101,214.56,214.56,518.52
shift faux-suede blue dress,91409036_0,44,110,158,216.84,216.84,795.08
shift flare off shoulder,89627059_0,22,81,146,202.4,445.28,445.28
shift floral blue cap-sleeve,89594492_0,56,83,91,811.08,1261.68,1261.68
shift floral dress jersey,91418268_0,18,68,142,31.7,285.3,285.3
shift flowy dress brown,91288701_0,80,83,93,1030.9,1268.8,1268.8
shift flute shoulder sleeve,91432681_0,50,88,109,886.89,1198.5,1198.5
shift geo dress multicolor,91338664_0,16,26,112,126.08,252.16,252.16
shift geo multicolor print,91338664_0,11,74,125,126.08,173.36,173.36
shift gingham black dress,91340161_0,17,46,150,65.37,65.37,370.43
shift gingham dress black,91340161_0,80,86,114,152.53,828.02,1743.2
shift gold sequin cowl,89610642_0,45,127,134,695.74,728.1,728.1
shift gray beaded dress,90036868_0,8,20,88,148.32,148.32,148.32
shift gray jewelneck dress,71119653_0,33,49,164,339.8,339.8,560.67
shift gray pocket dress,70951019_0,49,87,166,596.53,637.67,1007.93
shift green cold dress,91361289_0,28,80,173,530.6,530.6,530.6
shift green dress,91281956_0,44,85,120,640.84,762.08,762.08
shift green floral dress,89491106_0,9,68,140,178.65,178.65,178.65
shift green mint dress,89695214_0,37,57,109,732.6,732.6,732.6
shift hem neck lace,91357622_0,44,130,144,475.47,475.47,774.84
shift high dress neck,89619227_0,57,56,163,736.23,736.23,1271.67
shift houndstooth blue dress,91428211_0,32,89,156,503.04,503.04,503.04
shift jersey knee jewel,91336923_0,13,24,52,301.73,301.73,301.73
shift jersey pink dress,89566098_0,117,145,153,2480.4,2480.4,2480.4
shift kelly white dress,91086299_0,5,46,132,79.28,79.28,99.1
shift knit black dress,91418055_0,91,134,163,1520.82,1949.22,1949.22
shift knit blue dress,87908669_0,46,54,198,665.7,665.7,874.92
shift knit silvia natural,91252381_0,15,31,62,191.04,358.2,358.2
shift lace black peplum,91276519_0,29,46,85,82.0,164.0,594.5
shift lace dress green,91321576_0,30,54,164,211.8,529.5,529.5
shift lace dress pink,91319622_0,27,46,88,513.84,578.07,578.07
shift lace fringed pink,89498344_0,17,31,72,409.02,409.02,409.02
shift lace long dress,91319622_0,56,107,146,1198.96,1198.96,1198.96
shift lace nandita hemant,90800682_0,20,51,124,101.2,404.8,404.8
shift lace-up pink dress,90949348_0,41,84,261,519.33,618.25,1013.93
shift laser cut women's,91275606_0,60,164,170,720.48,900.6,900.6
shift layered pink dress,89230804_0,16,64,133,169.36,169.36,338.72
shift line dress a,91351554_0,25,109,145,0.0,385.0,385.0
shift long dress sleeve,91370261_0,29,52,53,296.01,478.17,660.33
